OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions,Topic,first_names,last_name,last_init,name_raw,id,fi_ln
A5107080347,https://orcid.org/0000-0001-7568-9787,Alexander Clow,"['A. Clow', 'Alexander Clow', 'Clow, Alexander']",4,0,0,1,Social Sciences,alexander,clow,c,alexander clow,A5107080347,a clow
A5006750915,https://orcid.org/0000-0002-2414-7715,F. H. Garcia,"['F. Garcia', 'F. H. Garcia', 'F.H. Garcia', 'F.\u2009H. Garcia', 'Fatima Garcia', 'Fatima H. Garcia', 'Garcia, F. H.', 'Garcia, Fatima H.']",50,420,12,6,Physical Sciences,f. h.,garcia,g,f. h. garcia,A5006750915,f garcia
A5041157595,,Santanil Jana,"['Jana, Santanil', 'Santanil Jana']",8,4,1,2,Physical Sciences,santanil,jana,j,santanil jana,A5041157595,s jana
A5103638663,,Stephanie J. Cooper,"['Stephanie Cooper', 'Stephanie J. Cooper']",5,162,2,3,Life Sciences,stephanie j.,cooper,c,stephanie j. cooper,A5103638663,s cooper
A5043852771,https://orcid.org/0000-0003-1271-9576,Tuan‐Khoa Nguyen,"['Khoa Tuan Nguyen', 'Khoa-Nguyen Tuan', 'T. Nguyen', 'T.-K. Nguyen', 'Tuan Khoa Nguyen', 'Tuan-Khoa Nguyen', 'Tuan‐Khoa Nguyen']",126,2682,30,13,Physical Sciences,tuan‐khoa,nguyen,n,tuan‐khoa nguyen,A5043852771,t nguyen
A5088299445,,Kirstie Goodfellow,"['Goodfellow, Kirstie', 'Kirstie Goodfellow']",4,1,1,1,Social Sciences,kirstie,goodfellow,g,kirstie goodfellow,A5088299445,k goodfellow
A5057856831,,G. Hamarneh,['G. Hamarneh'],1,14,1,1,Life Sciences,g.,hamarneh,h,g. hamarneh,A5057856831,g hamarneh
A5051949366,,P. Ratnasekera,['P. Ratnasekera'],1,1,1,3,Physical Sciences,p.,ratnasekera,r,p. ratnasekera,A5051949366,p ratnasekera
A5094737204,,Henrik Åström,"['Henrik strm', 'Henrik Åström']",1,0,0,7,Social Sciences,henrik,åström,å,henrik åström,A5094737204,h åström
A5109643215,,Williams Td,"['T D WILLIAMS', 'T D Williams', 'TD Williams', 'Williams Td', 'Williams, T.D.']",13,27,3,1,Physical Sciences,williams,td,t,williams td,A5109643215,w td
A5050887765,,Catherine Tihanyi,"['CATHERINE TIHANYI', 'Catherine Tihanyi']",21,302,7,4,Social Sciences,catherine,tihanyi,t,catherine tihanyi,A5050887765,c tihanyi
A5108828256,,Ms. Michelle Nicholas,['Ms. Michelle Nicholas'],1,8,1,3,Life Sciences,ms. michelle,nicholas,n,ms. michelle nicholas,A5108828256,m nicholas
A5089961594,https://orcid.org/0000-0001-6078-3957,Victor Ginsburgh,"['GINSBURGH, Victor', 'Ginsburgh', 'Ginsburgh, Victor', 'V GINSBURGH', 'V Ginsburgh', 'V. A. Ginsburgh', 'V. Ginsburgh', 'V.A. Ginsburgh', 'VICTOR GINSBURGH', 'Victor A Ginsburgh', 'Victor A. Ginsburgh', 'Victor Ginsburgh']",398,4899,37,20,Social Sciences,victor,ginsburgh,g,victor ginsburgh,A5089961594,v ginsburgh
A5098667658,,Andreea Barbu,['Andreea Barbu'],1,4,1,1,Life Sciences,andreea,barbu,b,andreea barbu,A5098667658,a barbu
A5008736871,https://orcid.org/0000-0003-3771-0156,Steve Ko,"['S.Y. Ko', 'Steve Ko', 'Steven Y. Ko']",6,19,2,3,Physical Sciences,steve,ko,k,steve ko,A5008736871,s ko
A5008289857,https://orcid.org/0000-0002-8012-2213,Fatemeh Salehian Kia,['Fatemeh Salehian Kia'],10,131,7,4,Physical Sciences,fatemeh salehian,kia,k,fatemeh salehian kia,A5008289857,f kia
A5004598103,https://orcid.org/0009-0000-9477-3589,Tania Conte,"['Conte, Tania', 'R Russell', 'T Conte', 'T. Conte', 'Tania Conte', 'Teresa Conte']",25,217,6,12,Physical Sciences,tania,conte,c,tania conte,A5004598103,t conte
A5101967925,https://orcid.org/0000-0002-5510-809X,Ling Yue,"['Ling Yue', 'Yue Ling']",10,64,5,6,Life Sciences,ling,yue,y,ling yue,A5101967925,l yue
A5079022424,,Joyce Schneider,"['Joyce Schneider', 'Schneider, Joyce']",2,2,1,2,Social Sciences,joyce,schneider,s,joyce schneider,A5079022424,j schneider
A5008661502,https://orcid.org/0009-0008-2714-8343,A. Fournier,"['A. Fournier', 'Fournier, A.']",9,66,4,2,Physical Sciences,a.,fournier,f,a. fournier,A5008661502,a fournier
A5050482813,,Neha Shivhare,['Neha Shivhare'],6,7,1,2,Social Sciences,neha,shivhare,s,neha shivhare,A5050482813,n shivhare
A5043449782,,Bryan Chow,"['B. Chow', 'Bryan Chow']",21,469,9,11,Social Sciences,bryan,chow,c,bryan chow,A5043449782,b chow
A5040209882,,Jeremy Harder,['Jeremy Harder'],1,2,1,3,Physical Sciences,jeremy,harder,h,jeremy harder,A5040209882,j harder
A5112975305,,Juliana Besler,['Juliana Besler'],1,1,1,1,Physical Sciences,juliana,besler,b,juliana besler,A5112975305,j besler
A5027406715,,Jeffrey Reading,"['Jeffrey L Reading', 'Jeffrey Reading']",10,137,6,5,Social Sciences,jeffrey,reading,r,jeffrey reading,A5027406715,j reading
A5017996339,,Zijun Zhu,['Zijun Zhu'],6,160,2,3,Life Sciences,zijun,zhu,z,zijun zhu,A5017996339,z zhu
A5023659119,,Thewalt M.L.W.,['Thewalt M.L.W.'],1,0,0,1,Physical Sciences,thewalt,m.l.w.,m,thewalt m.l.w.,A5023659119,t m.l.w.
A5109306062,,Moore Jw,"['J W MOORE', 'J W Moore', 'JW MOORE', 'JW Moore', 'Jonathan Moore', 'Moore Jw']",29,570,9,7,Physical Sciences,moore,jw,j,moore jw,A5109306062,m jw
A5008590238,,Victor Song,"['Victor Song', 'Victor Y Song', 'Victor Y. Song']",21,103,5,2,Social Sciences,victor,song,s,victor song,A5008590238,v song
A5081296114,,Tim Baumeister,"['Baumeister, Tim', 'Tim Baumeister']",3,1,1,1,Physical Sciences,tim,baumeister,b,tim baumeister,A5081296114,t baumeister
A5059325972,https://orcid.org/0000-0002-0852-1850,Md. Rashedul Hoque,"['M Rashedul Hoque', 'M. R. Hoque', 'M. Rashedul Hoque', 'M.R. Hoque', 'Md Rashedul Hoque', 'Md. Rashedul Hoque']",16,70,6,7,Health Sciences,md. rashedul,hoque,h,md. rashedul hoque,A5059325972,m hoque
A5020077930,,J. Lee,['J. Lee'],4,18,2,1,Physical Sciences,j.,lee,l,j. lee,A5020077930,j lee
A5083077713,,Camilla Enns,['Camilla Enns'],2,0,0,1,Social Sciences,camilla,enns,e,camilla enns,A5083077713,c enns
A5050245548,https://orcid.org/0000-0001-7336-1550,Ahmed Al‐Rawi,"['AHMED AL-RAWI', 'Ahmed Al Rawi', 'Ahmed Al-Rawi', 'Ahmed Alrawi', 'Ahmed Al‐Rawi', 'Ahmed K Al-Rawi', 'Ahmed K. Al-Rawi', 'Ahmed K. al-Rawi', 'Ahmed-Al Rawi', 'Al-Rawi, Ahmed K. 1975-', 'Al-Rawi, Ahmed Khalid', 'Dr. Ahmed Al-Rawi']",198,1906,24,10,Physical Sciences,ahmed,al‐rawi,a,ahmed al‐rawi,A5050245548,a al‐rawi
A5033922432,,Claudette Lauzon,"['Claudette Lauzon', 'Lauzon, Claudette', 'Lauzon, Claudette 1969-']",18,33,3,2,Social Sciences,claudette,lauzon,l,claudette lauzon,A5033922432,c lauzon
A5098399166,,Saba Vahdatshariatpanahi,['Saba Vahdatshariatpanahi'],1,2,1,1,Health Sciences,saba,vahdatshariatpanahi,v,saba vahdatshariatpanahi,A5098399166,s vahdatshariatpanahi
A5070551363,https://orcid.org/0000-0003-3730-9733,Kurtis Stewart,"['K. Stewart', 'Kurtis Stewart', 'Stewart, Kurtis']",33,515,13,13,Health Sciences,kurtis,stewart,s,kurtis stewart,A5070551363,k stewart
A5061377171,https://orcid.org/0009-0003-7830-7985,Garth W. P. Davies,"['Davies, Garth', 'Garth Davies', 'Garth W. P. Davies', 'Garth W.P. Davies']",89,69,4,6,Physical Sciences,garth w. p.,davies,d,garth w. p. davies,A5061377171,g davies
A5102793421,https://orcid.org/0009-0005-2486-0456,Özlem Sensoy,"['O. Sensoy', 'Ozlem Sensoy', 'Sensoy, Özlem', 'ÖZLEM SENSOY', 'Özlem Sensoy']",58,926,15,4,Social Sciences,özlem,sensoy,s,özlem sensoy,A5102793421,ö sensoy
A5076763843,https://orcid.org/0000-0003-3378-2646,Afzalhussein Yusufali,"['A M Yusufali', 'A Yusufali', 'A. H. Yusufali', 'A.H. Yusufali', 'A.M. Yusufali', 'Afazalhussein Yusufali', 'AfzalHussein Yusufali', 'Afzalhusein H. Yusufali', 'Afzalhussein A Yusufali', 'Afzalhussein M Yusufali', 'Afzalhussein M. Yusufali', 'Afzalhussein Yusufali', 'Afzalhussein Yusufali, MD; MMed; FRCP', 'Annika Rosengren', 'Yusufali, A.M.', 'Yusufali, Afzalhussein', 'Álvaro Avezum']",122,13977,43,13,Health Sciences,afzalhussein,yusufali,y,afzalhussein yusufali,A5076763843,a yusufali
A5046741842,https://orcid.org/0000-0003-2389-605X,Anita Santos,"['A. C. F. B. M. SANTOS', 'A. Santos', 'A.C.J. Dos Santos', 'A.J. Santos', 'Anita Dos Santos', 'Anita Santos', 'Anita dos Santos']",58,1069,14,10,Social Sciences,anita,santos,s,anita santos,A5046741842,a santos
A5013620497,https://orcid.org/0000-0003-4594-0218,Chris Brace,"['Brace Chris', 'C Brace', 'C J Brace', 'C. Brace', 'C. J. Brace', 'C.J. Brace', 'CJ Brace', 'Chris Brace', 'Chris J Brace', 'Chris J. Brace', 'Christian Brace', 'Christian J Brace', 'Christian J. Brace']",192,2388,24,8,Physical Sciences,chris,brace,b,chris brace,A5013620497,c brace
A5102554949,,Yumeizhu Cai,['Yumeizhu Cai'],1,0,0,1,Social Sciences,yumeizhu,cai,c,yumeizhu cai,A5102554949,y cai
A5047591827,,Sharon Karsten,['Sharon Karsten'],7,11,3,3,Social Sciences,sharon,karsten,k,sharon karsten,A5047591827,s karsten
A5102685095,,Huiyi Xie,"['H. Xie', 'Huiyi XIE', 'Huiyi Xie']",5,10,2,4,Health Sciences,huiyi,xie,x,huiyi xie,A5102685095,h xie
A5073379056,,H. Xie,['H. Xie'],1,1,1,3,Health Sciences,h.,xie,x,h. xie,A5073379056,h xie
A5008798563,https://orcid.org/0000-0002-0100-7226,X. Joan Hu,"['Hu Xiangbin', 'Hu, X. Joan', 'X. JOAN HU', 'X. Joan HU', 'X. Joan Hu', 'X.\xa0Joan Hu', 'Xiangbin Hu', 'Xue Hu']",21,854,11,18,Physical Sciences,x. joan,hu,h,x. joan hu,A5008798563,x hu
A5046974643,,Matt Uganecz,['Matt Uganecz'],4,47,4,11,Physical Sciences,matt,uganecz,u,matt uganecz,A5046974643,m uganecz
A5002388407,,Jessi Steinke,"['Jessi Steinke', 'Steinke, Jessi']",5,0,0,2,Physical Sciences,jessi,steinke,s,jessi steinke,A5002388407,j steinke
A5112637734,,Cindy Xin,"['C. Xin', 'Cindy Xin', 'Cindy Xuying Xin', 'Xin, C.', 'Xin, Cindy']",28,345,7,6,Social Sciences,cindy,xin,x,cindy xin,A5112637734,c xin
A5034377824,https://orcid.org/0000-0002-0035-9203,Yan Ping Xin,"['Xin, Yan Ping', 'Y P. Xin', 'Y. Xin', 'Yan P. Xin', 'Yan Ping Xin', 'Yan Xin', 'Yan, Xin']",148,2575,25,20,Physical Sciences,yan ping,xin,x,yan ping xin,A5034377824,y xin
A5010820555,https://orcid.org/0000-0001-7519-4311,John M. Stockie,"['J.M. Stockie', 'J.M. Stockie†', 'JOHN M. STOCKIE', 'John M Stockie', 'John M. Stockie', 'John Stockie', 'Stockie, John', 'Stockie, John M.']",62,1693,20,7,Physical Sciences,john m.,stockie,s,john m. stockie,A5010820555,j stockie
A5039783615,,Valdimiro Cassule Cussei,['Valdimiro Cassule Cussei'],1,1,1,1,Physical Sciences,valdimiro cassule,cussei,c,valdimiro cassule cussei,A5039783615,v cussei
A5075274634,,Stephanie C. Stelmachuk,['Stephanie C. Stelmachuk'],1,11,1,1,Physical Sciences,stephanie c.,stelmachuk,s,stephanie c. stelmachuk,A5075274634,s stelmachuk
A5101255340,,Jennifer Xiao,['Jennifer Xiao'],3,17,3,7,Health Sciences,jennifer,xiao,x,jennifer xiao,A5101255340,j xiao
A5012970288,https://orcid.org/0000-0001-6639-7993,Jason A. Leach,"['J. A. Leach', 'J. Leach', 'J.A. Leach', 'Jason A. Leach', 'Jason Andrew Leach', 'Jason Leach', 'Leach, Jason', 'Leach, Jason A.', 'Leach, Jason Andrew']",87,1668,21,12,Physical Sciences,jason a.,leach,l,jason a. leach,A5012970288,j leach
A5090514631,https://orcid.org/0000-0003-1960-2936,Hugo Ferrari Cardoso,"['Cardoso, Hugo Eckener Dantas de Pereira [UNESP]', 'Cardoso, Hugo F.', 'Cardoso, Hugo Ferrari', 'Cardoso, Hugo Ferrari (Ed.)', 'Cardoso, Hugo Ferrari [UNESP]', 'H.F. Cardoso', 'Hugo Cardoso', 'Hugo F. Cardoso', 'Hugo Ferrari CARDOSO', 'Hugo Ferrari Cardoso']",105,307,9,15,Health Sciences,hugo ferrari,cardoso,c,hugo ferrari cardoso,A5090514631,h cardoso
A5107491666,,Kye Emond,"['Emond, Kye', 'Kye Emond']",3,4,1,1,Physical Sciences,kye,emond,e,kye emond,A5107491666,k emond
A5014608443,,Farhaan M. Khan,['Farhaan M. Khan'],1,0,0,1,Health Sciences,farhaan m.,khan,k,farhaan m. khan,A5014608443,f khan
A5074094141,https://orcid.org/0000-0001-6685-4365,Braden Walsh,"['B. Walsh', 'Braden Walsh', 'Walsh, Braden']",17,173,6,4,Physical Sciences,braden,walsh,w,braden walsh,A5074094141,b walsh
A5088663967,,Brett Zuehlke,"['Brett Zuehlke', 'Brett\xa0M. Zuehlke', 'Zuehlke, Brett']",7,180,4,3,Social Sciences,brett,zuehlke,z,brett zuehlke,A5088663967,b zuehlke
A5054776001,https://orcid.org/0000-0002-7969-1136,Xavier Pérez‐Giménez,"['Perez, Xavier', 'Perez-Gimenez, X.', 'Perez-Gimenez, Xavier', 'Pérez-Giménez, Xavier', 'X. Perez-Gimenez', 'X. Pérez-Giménez', 'XAVIER PÉREZ-GIMÉNEZ', 'Xavier Perez-Gimenez', 'Xavier Prez-Gimnez', 'Xavier Pérez', 'Xavier Pérez-Giménez', 'Xavier Pérez‐Giménez']",66,408,11,14,Physical Sciences,xavier,pérez‐giménez,p,xavier pérez‐giménez,A5054776001,x pérez‐giménez
A5089810649,,Roland Case,"['Case, Roland', 'R.B. Case', 'Roland Case']",28,1129,9,3,Social Sciences,roland,case,c,roland case,A5089810649,r case
A5112555263,https://orcid.org/0000-0001-7479-0787,Chan Hong-Mo,"['C Hong-Mo', 'C. Hong-Mo', 'CHAN HONG-MO', 'Chan Hong Mo', 'Chan Hong-Mo', 'Chan Hong-mo', 'H. Anthony Chan', 'HONG-MO CHAN', 'Hong-Mo Chan', 'Hong-Mo, Chan', 'Hong-mo Chan']",130,2501,25,18,Physical Sciences,chan,hong-mo,h,chan hong-mo,A5112555263,c hong-mo
A5102211647,https://orcid.org/0009-0009-0716-2516,Lun Li,['Lun Li'],6,11,2,4,Physical Sciences,lun,li,l,lun li,A5102211647,l li
A5014345618,,J.A. Sharp,"['J.A. Sharp', 'Joan Sharp']",1,0,0,1,Life Sciences,j.a.,sharp,s,j.a. sharp,A5014345618,j sharp
A5022194848,https://orcid.org/0000-0001-9870-912X,Jose Pizarro,"['J. Pizarro', 'Jose Pizarro', 'Pizarro, J.', 'Pizarro, Jose']",16,40,4,7,Social Sciences,jose,pizarro,p,jose pizarro,A5022194848,j pizarro
A5092063569,,Numaira Obaid,['Numaira Obaid'],4,6,2,2,Health Sciences,numaira,obaid,o,numaira obaid,A5092063569,n obaid
A5114907476,,Jacob Angelozzi,['Jacob Angelozzi'],2,0,0,1,Life Sciences,jacob,angelozzi,a,jacob angelozzi,A5114907476,j angelozzi
A5053576662,,Radhakrishnan Sabarinathan,"['Borislav C. Rusev', 'Radhakrishnan Sabarinathan']",49,9445,14,9,Life Sciences,radhakrishnan,sabarinathan,s,radhakrishnan sabarinathan,A5053576662,r sabarinathan
A5085495873,,Ivan S Gill,"['Ivan S Gill', 'Ivan\xa0S Gill']",2,5,1,2,Health Sciences,ivan s,gill,g,ivan s gill,A5085495873,i gill
A5013167809,,A. George Alder,"['A. George Alder', 'Alder, A.', 'Alder, A. George']",11,73,3,4,Social Sciences,a. george,alder,a,a. george alder,A5013167809,a alder
A5029341971,,Skye Augustine,['Skye Augustine'],2,65,2,2,Physical Sciences,skye,augustine,a,skye augustine,A5029341971,s augustine
A5114907477,,Gavin Theys,['Gavin Theys'],2,0,0,1,Life Sciences,gavin,theys,t,gavin theys,A5114907477,g theys
A5007112989,https://orcid.org/0000-0003-1742-4849,G. Gary Wang,"['G. Gary Wang', 'Guangtong Wang', 'Guangyang Wang', 'Wang, G. Gary', 'Wang, Guangtong']",19,153,5,3,Physical Sciences,g. gary,wang,w,g. gary wang,A5007112989,g wang
A5099161401,,Allen Tung,['Allen Tung'],1,0,0,3,Social Sciences,allen,tung,t,allen tung,A5099161401,a tung
A5077779935,https://orcid.org/0000-0003-3150-7317,Lucas Hilderbrand,['Lucas Hilderbrand'],44,545,11,5,Social Sciences,lucas,hilderbrand,h,lucas hilderbrand,A5077779935,l hilderbrand
A5089315035,https://orcid.org/0000-0002-3461-9157,Elie Ritch,"['E Ritch', 'E. Ritch', 'Elie J. Ritch', 'Elie Ritch']",73,1145,13,4,Life Sciences,elie,ritch,r,elie ritch,A5089315035,e ritch
A5086373411,https://orcid.org/0000-0002-5481-5833,Ashraf Labib,"['A Labib', 'A W Labib', 'A. Labib', 'A. W. Labib', 'A. W. Labib *', 'A.W. Labib', 'Ashraf Labib', 'Ashraf W. Labib', 'Ashraf Wasfi Labib', 'Labib, A.', 'Labib, A.W.', 'Labib, Ashraf', 'ashraf labib']",214,6578,37,14,Physical Sciences,ashraf,labib,l,ashraf labib,A5086373411,a labib
A5062744892,https://orcid.org/0000-0001-5402-2975,Andrew Sixsmith,"['A J Sixsmith', 'A Sixsmith', 'A. J. Sixsmith', 'A. Sixsmith', 'A.J. Sixsmith', 'ANDREW SIXSMITH', 'Andrew J. Sixsmith', 'Andrew Sixsmith', 'Sixsmith A.', 'Sixsmith Andrew', 'Sixsmith, Andrew']",331,7052,42,20,Social Sciences,andrew,sixsmith,s,andrew sixsmith,A5062744892,a sixsmith
A5004349556,https://orcid.org/0000-0002-0271-2816,Ahmad Sedigh Baroughi,"['A. S. Baroughi', 'Ahmad Sadigh Baroughi', 'Ahmad Sedigh Baroughi']",8,82,4,3,Physical Sciences,ahmad sedigh,baroughi,b,ahmad sedigh baroughi,A5004349556,a baroughi
A5113285717,https://orcid.org/0000-0001-9552-1324,Sarah Spencer,['Sarah Spencer'],16,89,6,3,Health Sciences,sarah,spencer,s,sarah spencer,A5113285717,s spencer
A5110343277,,Emmanuel Sulle,"['Emmanuel B. Sulle', 'Emmanuel Sulle', 'Sulle, E.', 'Sulle, Emmanuel']",61,906,15,13,Life Sciences,emmanuel,sulle,s,emmanuel sulle,A5110343277,e sulle
A5058191075,https://orcid.org/0000-0002-1536-8858,Alexandru Paler,"['A. Paler', 'Alexandru Paler', 'Paler, Alexandru']",119,1621,17,9,Physical Sciences,alexandru,paler,p,alexandru paler,A5058191075,a paler
A5043607509,,Lauren Fridman,"['Fridman Lauren', 'Fridman, Lauren', 'L. Fridman', 'L. M. Fridman', 'Lauren Fridman']",13,37,3,4,Physical Sciences,lauren,fridman,f,lauren fridman,A5043607509,l fridman
A5102754369,https://orcid.org/0000-0002-5141-8269,Rishi Ram Ghimire,"['R. Ghimire', 'R. R. Ghimire', 'Rishi  Ram Ghimire', 'Rishi Ghimire', 'Rishi Ram Ghimire']",23,223,9,6,Physical Sciences,rishi ram,ghimire,g,rishi ram ghimire,A5102754369,r ghimire
A5113108714,,Jiawei Tian,['Jiawei Tian'],3,10,2,5,Physical Sciences,jiawei,tian,t,jiawei tian,A5113108714,j tian
A5010018624,https://orcid.org/0000-0003-4295-9132,Michael Mueller‐Smith,"['Michael Mueller-Smith', 'Michael Mueller‐Smith', 'Mueller-Smith, Michael', 'Mueller-Smith, Michael George']",47,506,12,16,Social Sciences,michael,mueller‐smith,m,michael mueller‐smith,A5010018624,m mueller‐smith
A5087269603,https://orcid.org/0000-0002-9342-8094,W. Jesse Hahm,"['Hahm, W. Jesse', 'Jesse Hahm', 'W Hahm', 'W Jesse Hahm', 'W. Hahm', 'W. J. Hahm', 'W. Jesse Hahm', 'William Hahm', 'William J. Hahm']",102,2285,22,10,Physical Sciences,w. jesse,hahm,h,w. jesse hahm,A5087269603,w hahm
A5111063659,,P Dominiak,"['P Dominiak', 'Par Lex Dominiak']",6,0,0,2,Health Sciences,p,dominiak,d,p dominiak,A5111063659,p dominiak
A5075831451,,Mar Rivera,['Mar Rivera'],17,0,0,1,Social Sciences,mar,rivera,r,mar rivera,A5075831451,m rivera
A5009654914,https://orcid.org/0000-0002-2548-5134,Mary Mawufemor Denyo,"['Denyo, Mary Mawufemor', 'Mary Mawufemor Denyo']",4,3,1,2,Social Sciences,mary mawufemor,denyo,d,mary mawufemor denyo,A5009654914,m denyo
A5044739536,,Greer Vanderbyl,['Greer Vanderbyl'],1,5,1,1,Social Sciences,greer,vanderbyl,v,greer vanderbyl,A5044739536,g vanderbyl
A5100310588,,Yuchen Han,"['Han, Yuchen', 'Yuchen Han']",13,97,4,7,Physical Sciences,yuchen,han,h,yuchen han,A5100310588,y han
A5051862077,,I. Kulin,"['I Kulin', 'I. Kulin', 'Ian Kulin', 'Kulin, Ian']",18,89,5,12,Physical Sciences,i.,kulin,k,i. kulin,A5051862077,i kulin
A5071323481,,Caio Vinicios Juvencio da Silva,"['Caio Vinicios Juvencio Silva', 'Caio Vinicios Juvencio da Silva']",6,2,1,2,Physical Sciences,caio vinicios juvencio da,silva,s,caio vinicios juvencio da silva,A5071323481,c silva
A5073936596,,Eileen Van der Flier-Keller,"['E. VAN DER FLIER-KELLER', 'E. Van Der Flier-Keller', 'E. Van der Flier-Keller', 'E. van der Flier-Keller', 'EILEEN VAN DER FLIER-KELLER', 'Eileen Van Der Flier-Keller', 'Eileen Van der Flier-Keller', 'Eileen van der Flier-Keller', 'Van der Flier-Keller, Eileen']",34,273,9,3,Physical Sciences,eileen van der,flier-keller,f,eileen van der flier-keller,A5073936596,e flier-keller
A5067158484,https://orcid.org/0000-0003-0600-7062,Nathalie Sinclair,"['N. Sinclair', 'N. Tanya Sinclair', 'Nathalie Sinclair', 'Sinclair N', 'Sinclair, Nathalie', 'Sinclair, Nathalie ca. 20./21. Jh.']",224,4086,35,13,Social Sciences,nathalie,sinclair,s,nathalie sinclair,A5067158484,n sinclair
A5009982154,https://orcid.org/0000-0002-7557-1540,Roland M. Schulz,"['Roland M. Schulz', 'Roland Schulz']",13,247,8,1,Social Sciences,roland m.,schulz,s,roland m. schulz,A5009982154,r schulz
A5027631030,,Ziqian Bai,"['Bai, Ziqian', 'Ziqian Bai']",13,219,4,2,Physical Sciences,ziqian,bai,b,ziqian bai,A5027631030,z bai
A5074599821,https://orcid.org/0000-0002-9034-8419,Henning Andersen,"['Andersen, Henning', 'Chul', 'H K Andersen', 'H. ANDERSEN', 'H. Andersen', 'H.K. Andersen', 'HENNING ANDERSEN', 'Henning Andersen', 'Henning K Andersen', 'Henning K. Andersen', 'Henning Keinke Andersen', 'Jessica 585 Albano', 'Rok Blagus']",124,4668,29,16,Physical Sciences,henning,andersen,a,henning andersen,A5074599821,h andersen
A5075505091,https://orcid.org/0000-0002-9530-8627,Amin Kabir Anaraki,"['Amin Kabir', 'Amin Kabir Anaraki']",5,653,4,3,Physical Sciences,amin kabir,anaraki,a,amin kabir anaraki,A5075505091,a anaraki
A5066241068,https://orcid.org/0000-0002-8906-1293,Amandio Vieira,"['A V Vieira', 'A Vieira', 'A. Vieira', 'A.V. Vieira', 'AMANDIO V. VIEIRA', 'AMANDIO VIEIRA', 'Amandio V. VIEIRA', 'Amandio V. Vieira', 'Amandio VIEIRA', 'Amandio Vieira', 'Amandio Vincent Vieira', 'Vieira, Amandio', 'Vieira, Amandio V.']",82,2246,18,10,Life Sciences,amandio,vieira,v,amandio vieira,A5066241068,a vieira
A5084482639,https://orcid.org/0000-0002-4616-2932,Ante Ćustić,"['A. Ćustić', 'Ante Ćustić', 'Custic, Ante', 'Ćustić, Ante']",29,133,5,4,Physical Sciences,ante,ćustić,ć,ante ćustić,A5084482639,a ćustić
A5097605900,,J. Kozáková,"['J. Kozakova', 'J. Kozáková', 'Kozáková, J.']",7,12,2,4,Physical Sciences,j.,kozáková,k,j. kozáková,A5097605900,j kozáková
A5001761578,https://orcid.org/0000-0001-7588-4910,Kevin S. Kuchinski,"['K Kuchinski', 'K. Kuchinski', 'Kevin Kuchinski', 'Kevin S Kuchinski', 'Kevin S. Kuchinski', 'Kuchinski, Kevin S.']",37,387,13,4,Health Sciences,kevin s.,kuchinski,k,kevin s. kuchinski,A5001761578,k kuchinski
A5119422519,,Priscilla Chyrva,['Priscilla Chyrva'],1,0,0,1,Physical Sciences,priscilla,chyrva,c,priscilla chyrva,A5119422519,p chyrva
A5030819239,,Annabelle Maria Kilham,['Annabelle Maria Kilham'],2,0,0,1,Physical Sciences,annabelle maria,kilham,k,annabelle maria kilham,A5030819239,a kilham
A5034050548,,Mohammadhadi Mohandes,"['Mohammadhadi Mohandes', 'Mohandes, Mohammadhadi']",2,4,1,1,Physical Sciences,mohammadhadi,mohandes,m,mohammadhadi mohandes,A5034050548,m mohandes
A5038838397,https://orcid.org/0000-0002-6770-2782,Brooke Lahneman,"['Brooke A. Lahneman', 'Brooke Lahneman', 'Lahneman, B', 'Lahneman, Brooke']",33,373,9,3,Social Sciences,brooke,lahneman,l,brooke lahneman,A5038838397,b lahneman
A5107805403,,Chris Obiodu,['Chris Obiodu'],2,0,0,2,Physical Sciences,chris,obiodu,o,chris obiodu,A5107805403,c obiodu
A5062119077,,Abram Daniel E,['Abram Daniel E'],1,0,0,1,Health Sciences,abram daniel,e,e,abram daniel e,A5062119077,a e
A5004441174,https://orcid.org/0000-0003-0287-9672,Lovedeep Gondara,"['Gondara, Lovedeep', 'L Gondara', 'L. Gondara', 'Lovedeep Gondara']",76,838,12,14,Health Sciences,lovedeep,gondara,g,lovedeep gondara,A5004441174,l gondara
A5109005649,,P. Meyer,"['P. Meyer', 'Paul Meyer']",15,202,5,4,Physical Sciences,p.,meyer,m,p. meyer,A5109005649,p meyer
A5092090987,,Makaela Prentice,['Makaela Prentice'],1,0,0,1,Social Sciences,makaela,prentice,p,makaela prentice,A5092090987,m prentice
A5001893229,https://orcid.org/0000-0002-6749-176X,Jiayun Yao,"['Jiayun Angela Yao', 'Jiayun Angela Yao*', 'Jiayun Yao', 'Jiayun Yao*', 'Yao, Jiayun']",36,801,16,10,Physical Sciences,jiayun,yao,y,jiayun yao,A5001893229,j yao
A5107606734,,Abigail H. Feresten,['Abigail H. Feresten'],1,0,0,1,,abigail h.,feresten,f,abigail h. feresten,A5107606734,a feresten
A5031084891,,Łutsël K’é Dene First Nation,"[""Lutsël K'é Dene First Nation"", 'Łutsël K’e Dëne First Nation', 'Łutsël K’é Dene First Nation']",6,156,5,5,Social Sciences,łutsël k’é dene first,nation,n,łutsël k’é dene first nation,A5031084891,ł nation
A5109835861,,S. Beaupre,"['S. Beaupre', 'S.Beaupre']",7,55,3,2,Physical Sciences,s.,beaupre,b,s. beaupre,A5109835861,s beaupre
