,sv_name,oa_name,sv_id,oa_id,similarity_score
990,ken liu,yan‐jun liu,57364393000,A5100349652,56
991,ken liu,jiayi liu,57364393000,A5100370772,50
992,emily g lim,angelica lim,59114291700,A5054803584,52
993,victor z lau,kelvin lau,57783687700,A5064093289,55
994,monica lee,kelley lee,57412158000,A5019363540,40
995,monica lee,monica lee,57412158000,A5057346446,100
996,monica lee,ki‐young lee,57412158000,A5100719654,55
997,monica lee,daniel c lee,57412158000,A5100392989,64
998,jan lee,kelley lee,57252778500,A5019363540,47
999,jan lee,monica lee,57252778500,A5057346446,59
1000,jan lee,ki‐young lee,57252778500,A5100719654,53
1001,jan lee,daniel c lee,57252778500,A5100392989,63
1002,jessica lee,kelley lee,58701988800,A5019363540,48
1003,jessica lee,monica lee,58701988800,A5057346446,67
1004,jessica lee,ki‐young lee,58701988800,A5100719654,43
1005,jessica lee,daniel c lee,58701988800,A5100392989,52
1006,chenzheng li,jia li,59152165700,A5100405681,33
1007,chenzheng li,cheng li,59152165700,A5100354297,80
1008,chenzheng li,ming li,59152165700,A5100351426,53
1009,chenzheng li,chunmei li,59152165700,A5100427221,55
1010,anna lin,feng lin,59464151500,A5101414835,62
1011,anna lin,qi lin,59464151500,A5102608112,57
1012,bruce p lanphear,bruce p lanphear,7006082907,A5080164344,100
1013,roger g linington,roger g linington,6508105568,A5015133560,100
1014,jing li,jia li,57216939987,A5100405681,77
1015,jing li,cheng li,57216939987,A5100354297,67
1016,jing li,ming li,57216939987,A5100351426,86
1017,jing li,chunmei li,57216939987,A5100427221,47
1018,lun li,jia li,57211233276,A5100405681,50
1019,lun li,cheng li,57211233276,A5100354297,57
1020,lun li,ming li,57211233276,A5100351426,62
1021,lun li,chunmei li,57211233276,A5100427221,62
1022,ke li,jia li,57199453570,A5100405681,55
1023,ke li,cheng li,57199453570,A5100354297,62
1024,ke li,ming li,57199453570,A5100351426,50
1025,ke li,chunmei li,57199453570,A5100427221,53
1026,sanghoon lee,kelley lee,57212311772,A5019363540,36
1027,sanghoon lee,monica lee,57212311772,A5057346446,55
1028,sanghoon lee,ki‐young lee,57212311772,A5100719654,50
1029,sanghoon lee,daniel c lee,57212311772,A5100392989,50
1030,sabrina sm lee,kelley lee,27169595700,A5019363540,33
1031,sabrina sm lee,monica lee,27169595700,A5057346446,42
1032,sabrina sm lee,ki‐young lee,27169595700,A5100719654,46
1033,sabrina sm lee,daniel c lee,27169595700,A5100392989,54
1034,paul ch li,jia li,59806039000,A5100405681,50
1035,paul ch li,cheng li,59806039000,A5100354297,56
1036,paul ch li,ming li,59806039000,A5100351426,35
1037,paul ch li,chunmei li,59806039000,A5100427221,50
1038,d mori,greg mori,56779709600,A5110713539,67
1039,carlo menon,carlo menon,23989261600,A5021515928,100
1040,bojan mohar,bojan mohar,24480096600,A5005993212,100
1041,mehrdad moallem,mehrdad moallem,35609219200,A5031639432,100
1042,jonathan w moore,jonathan w moore,7405239862,A5070014514,100
1043,jonathan w moore,margo m moore,7405239862,A5016934414,55
1044,greg mori,greg mori,9435382500,A5110713539,100
1045,j llorente merino,j llorente merino,58165094900,A5077377484,100
1046,evan c mccuish,evan mccuish,55330876200,A5078853898,92
1047,lawrence c mccandless,lawrence c mccandless,16064418900,A5076671726,100
1048,james a maceachern,james a maceachern,6603905976,A5083600826,100
1049,sylvain moreno,sylvain moreno,14020064700,A5087105269,100
1050,dawn c mackey,dawn c mackey,23019382100,A5036867493,100
1051,atiya n mahmood,atiya mahmood,14047242400,A5027802940,93
1052,sean markey,sean markey,9244498000,A5087641543,100
1053,akm k moniruzzaman,akm moniruzzaman,23982811900,A5109290787,94
1054,daniel s marigold,daniel s marigold,6505944129,A5015424302,100
1055,eundeok mun,eundeok mun,17346654700,A5074987873,100
1056,ralph e mistlberger,ralph e mistlberger,7005970188,A5035497819,100
1057,stephen makonin,stephen makonin,41661920300,A5053665999,100
1058,da ma,hang ma,55992234300,A5024389928,67
1059,john j mcdonald,john j mcdonald,7404234326,A5077824553,100
1060,brent mcferran,brent mcferran,25929357100,A5073853678,100
1061,elicia ma maine,elicia maine,6701560668,A5026047261,89
1062,jack f martin,jack martin,7501555982,A5061285579,92
1063,margo m moore,jonathan w moore,7404470908,A5070014514,55
1064,margo m moore,margo m moore,7404470908,A5016934414,100
1065,murray j munro,murray j munro,7102691863,A5074908809,100
1066,laura u marks,laura u marks,26033057400,A5112321714,100
1067,nabyl merbouh,nabyl merbouh,6508144272,A5053668862,100
1068,danièle moore,jonathan w moore,55465414300,A5070014514,55
1069,danièle moore,margo m moore,55465414300,A5016934414,54
1070,anthony randal mcintosh,anthony r mcintosh,35465675000,A5050825978,88
1071,xiaoqiang ma,hang ma,36930770600,A5024389928,63
1072,andrea riccardo migone,andrea migone,16426069300,A5015345187,74
1073,mark a moore,jonathan w moore,7404470812,A5070014514,57
1074,mark a moore,margo m moore,7404470812,A5016934414,80
1075,michael d maraun,michael d maraun,7003683801,A5014931405,100
1076,margaret janey macdonald,margaret macdonald,7401501995,A5034867632,86
1077,m s martin,jack martin,57223122081,A5061285579,67
1078,david cyrus mirhady,david c mirhady,54961377700,A5074194048,88
1079,amber moore,jonathan w moore,57194524836,A5070014514,52
1080,amber moore,margo m moore,57194524836,A5016934414,67
1081,alexander moens,alexander moens,6701750605,A5025859917,100
1082,gulzari l malli,gulzari malli,6602411504,A5007536107,93
1083,sami ma,hang ma,57829839300,A5024389928,57
1084,rebecca a macdonald,margaret macdonald,57191885835,A5034867632,65
1085,rui ma,hang ma,56317141300,A5024389928,46
1086,jennifer marchbank,jen marchbank,8507633600,A5043025737,84
1087,xiangbo mao,z morley mao,55925749200,A5003217329,43
1088,cristina moretti,marlene m moretti,54791313600,A5084640796,61
1089,yongsen mao,z morley mao,57567008600,A5003217329,43
1090,cydney ma,hang ma,57216502767,A5024389928,50
1091,yuzhen mao,z morley mao,58034742000,A5003217329,45
1092,michaela martin,jack martin,55782570100,A5061285579,62
1093,ruth elwood martin,jack martin,20734292200,A5061285579,48
1094,janet lynn s moore,jonathan w moore,56246268300,A5070014514,59
1095,janet lynn s moore,margo m moore,56246268300,A5016934414,52
1096,like ma,hang ma,57211801554,A5024389928,43
1097,richard a moore,jonathan w moore,56696653600,A5070014514,58
1098,richard a moore,margo m moore,56696653600,A5016934414,64
1099,shaun mcdonald,john j mcdonald,56697869300,A5077824553,76
1100,ziyuan ma,hang ma,57225982687,A5024389928,62
1101,will f mckenzie,iain mckenzie,59319119500,A5069964985,71
1102,evan macdonald,margaret macdonald,57204080026,A5034867632,69
1103,rhiannon c moore,jonathan w moore,57211922024,A5070014514,62
1104,rhiannon c moore,margo m moore,57211922024,A5016934414,62
1105,ankun ma,hang ma,57376116300,A5024389928,67
1106,d ma,hang ma,59203928900,A5024389928,55
1107,rickie ma,hang ma,59458889300,A5024389928,38
1108,ian mcdonald,john j mcdonald,59710417000,A5077824553,74
1109,alison j moore,jonathan w moore,58916532200,A5070014514,60
1110,alison j moore,margo m moore,58916532200,A5016934414,67
1111,kyle macdonald,margaret macdonald,58770007400,A5034867632,69
1112,jodie l martin,jack martin,56210958800,A5061285579,64
1113,mehran mehrandezh,mehran mehrandezh,6601997156,A5026447228,100
1114,benjamin ma,hang ma,58746024100,A5024389928,44
1115,zining mao,z morley mao,59462097200,A5003217329,45
1116,deby mcintosh,anthony r mcintosh,57218189453,A5050825978,65
1117,ryley mcwilliams,robert r mcwilliams,59552894500,A5006194799,74
1118,lainey martin,jack martin,58951067900,A5061285579,67
1119,paul macdonald,margaret macdonald,58573429900,A5034867632,69
1120,j a macdonald,margaret macdonald,58137797100,A5034867632,71
1121,robert j mcmahon,robert j mcmahon,7201719672,A5004540382,100
1122,iain d mckenzie,iain mckenzie,7202607692,A5069964985,93
1123,m j mishna,marni mishna,6508364063,A5082875903,73
1124,hang ma,hang ma,57191411897,A5024389928,100
1125,julio sg montaner,joan montaner,7202587142,A5048009605,73
1126,bohdan nosyk,bohdan nosyk,12809172100,A5065274638,100
1127,carman g neustaedter,carman neustaedter,13009033100,A5034861201,95
1128,frederick j newmeyer,frederick j newmeyer,6508333132,A5089215581,100
1129,stuart j peacock,stuart peacock,55785767800,A5076902800,93
1130,edward j park,youn‐il park,7402224891,A5072961887,40
1131,shahram payandeh,shahram payandeh,7006688369,A5012527565,100
1132,levon pogosian,levon pogosian,6701696548,A5018384343,100
1133,krishna pendakur,krishna pendakur,6603409600,A5055285782,100
1134,patrick r palmer,patrick palmer,55848695200,A5090621082,93
1135,paul w percival,paul w percival,7005407519,A5088940878,100
1136,karen s palmer,patrick palmer,55959354500,A5090621082,57
1137,hansol park,youn‐il park,57214123031,A5072961887,61
1138,anand c paranjpe,anand c paranjpe,7003524857,A5090609812,100
1139,geoffrey poitras,geoffrey poitras,6603613552,A5018410355,100
1140,pei pei,jian pei,58830173600,A5062247330,67
1141,andrew park,youn‐il park,57205668255,A5072961887,52
1142,kwangjin park,youn‐il park,57188670296,A5072961887,56
1143,alison l palmer,patrick palmer,57195211394,A5090621082,62
1144,rachel yoonjo park,youn‐il park,58335901900,A5072961887,53
1145,claire peacock,stuart peacock,57208062311,A5076902800,71
1146,seong-hyeon park,youn‐il park,57203850725,A5072961887,50
1147,aerin park,youn‐il park,57219005299,A5072961887,55
1148,kilim park,youn‐il park,59155485000,A5072961887,64
1149,jim park,youn‐il park,57219910435,A5072961887,60
1150,minjeong park,youn‐il park,57204546906,A5072961887,48
1151,k park,youn‐il park,58640561800,A5072961887,56
1152,jihyun park,youn‐il park,59720645100,A5072961887,70
1153,yejin park,youn‐il park,59586745100,A5072961887,64
1154,chang-min park,youn‐il park,57195200219,A5072961887,54
1155,jian pei,jian pei,35273378100,A5062247330,100
1156,peter c ruben,peter c ruben,7004308630,A5017211526,100
1157,urs ribary,urs ribary,6701499063,A5057631988,100
1158,miriam pearl rosin,miriam p rosin,7005291683,A5089589253,88
1159,ahamad besharati rad,ab rad,7005277683,A5087944994,46
1160,bernard d roitberg,bernard d roitberg,7004907556,A5041271758,100
1161,arthur j robson,arthur j robson,7102089902,A5032114320,100
1162,reza moradi rad,ab rad,57196880245,A5087944994,48
1163,claire robson,arthur j robson,36708623300,A5032114320,64
1164,caterina fortunata ramogida,caterina f ramogida,37034801500,A5016804317,83
1165,shuvay singh,ravi chand singh,59156749500,A5047641614,57
1166,shuvay singh,bp singh,59156749500,A5103582429,60
1167,jeremy c snyder,jeremy snyder,24170239100,A5034219029,93
1168,will small,will small,7102197020,A5042673268,100
1169,julian m somers,julian m somers,8071300500,A5083672700,100
1170,julia h smith,jason r smith,57199012787,A5061800498,69
1171,tim storr,tim storr,6507171966,A5029358178,100
1172,thecla schiphorst,thecla schiphorst,6506745859,A5046467699,100
1173,krzysztof starosta,k starosta,7004073992,A5034578283,71
1174,david a sivak,david a sivak,22235855500,A5005809960,100
1175,tim b swartz,tim b swartz,7004425355,A5051510373,100
1176,lesley shannon,lesley shannon,8618963200,A5062627025,100
1177,xiaowei song,xiaowei song,10239235900,A5036261443,100
1178,chris d shaw,chris shaw,7402629891,A5040961656,91
1179,manolis savva,manolis savva,47962533500,A5091765070,100
1180,carolyn j sparrey,carolyn j sparrey,25932455000,A5053703719,100
1181,daniel m shapiro,stanley j shapiro,7402062870,A5027605617,73
1182,dipankar sen,dipankar sen,7202365161,A5080345112,100
1183,bingyun sun,xiangyu sun,36488788000,A5060002954,82
1184,weiran sun,xiangyu sun,41862484700,A5060002954,67
1185,arrvindh shriraman,arrvindh shriraman,9733162900,A5035046431,100
1186,kathleen l slaney,kathleen l slaney,8846291600,A5057464549,100
1187,carl james schwarz,carl j schwarz,7101995199,A5043600598,88
1188,jeff h sugarman,jeff sugarman,7102424546,A5103432794,93
1189,sergio andrés sepúlveda,sergio a sepúlveda,8694415200,A5036506208,88
1190,sergio andrés sepúlveda,g sepúlveda,8694415200,A5003757835,65
1191,yadvinder singh,ravi chand singh,57206181709,A5047641614,71
1192,yadvinder singh,bp singh,57206181709,A5103582429,52
1193,igor shinkar,igor shinkar,36618065800,A5028165107,100
1194,thomas m spalek,thomas m spalek,57188544618,A5081614066,100
1195,jamie k scott,jamie k scott,57206879375,A5045141972,100
1196,jamie k scott,william a scott,57206879375,A5001064251,64
1197,jamie k scott,charles scott,57206879375,A5039664215,62
1198,linfeng shen,kelly shen,57266965100,A5006850713,55
1199,nicholas a scott,jamie k scott,39362313000,A5045141972,55
1200,nicholas a scott,william a scott,39362313000,A5001064251,71
1201,nicholas a scott,charles scott,39362313000,A5039664215,69
1202,hitoshi shigeoka,hitoshi shigeoka,55577057400,A5004905714,100
1203,samira siahrostami,samira siahrostami,25224903500,A5003552620,100
1204,stanley j shapiro,stanley j shapiro,19036498100,A5027605617,100
1205,charles scott,jamie k scott,56898175500,A5045141972,62
1206,charles scott,william a scott,56898175500,A5001064251,50
1207,charles scott,charles scott,56898175500,A5039664215,100
1208,n s smith,jason r smith,56127029700,A5061800498,73
1209,justin song,xiaowei song,55568333600,A5036261443,52
1210,pietro spagnoletti,p spagnoletti,57188832538,A5071229096,84
1211,ana sonea,s sonea,57210852492,A5064139665,75
1212,junwei sun,xiangyu sun,57191975948,A5060002954,48
1213,andy sun,xiangyu sun,57195133952,A5060002954,74
1214,leonard s sklar,l s sklar,7103239380,A5014602033,75
1215,patricia m smith,jason r smith,57204097994,A5061800498,55
1216,david l shen,kelly shen,24451155400,A5006850713,55
1217,prophecy sun,xiangyu sun,57190403711,A5060002954,43
1218,victor y song,xiaowei song,57189496835,A5036261443,56
1219,lisa shapiro,stanley j shapiro,52964512900,A5027605617,62
1220,gabriela aceves sepúlveda,sergio a sepúlveda,57196318181,A5036506208,65
1221,gabriela aceves sepúlveda,g sepúlveda,57196318181,A5003757835,61
1222,stephen j smith,jason r smith,55702263100,A5061800498,64
1223,kevin t schnepel,kevin schnepel,25958420900,A5070431242,93
1224,cameron scott,jamie k scott,57213693372,A5045141972,69
1225,cameron scott,william a scott,57213693372,A5001064251,57
1226,cameron scott,charles scott,57213693372,A5039664215,69
1227,shawn sederberg,shawn sederberg,26530555600,A5090840537,100
1228,dan a simunic,dan a simunic,8409667000,A5053025790,100
1229,kelly shen,kelly shen,56221694300,A5006850713,100
1230,jiabin shen,kelly shen,57210415426,A5006850713,48
1231,meehae song,xiaowei song,7401474605,A5036261443,52
1232,jeungeun song,xiaowei song,57189515572,A5036261443,48
1233,yanxin shen,kelly shen,59503924000,A5006850713,57
1234,danyang song,xiaowei song,57205425730,A5036261443,50
1235,xiangyu sun,xiangyu sun,57218847212,A5060002954,100
1236,ryan j smith,jason r smith,59077181200,A5061800498,72
1237,alex k smith,jason r smith,57214307868,A5061800498,64
1238,william a scott,jamie k scott,57651636000,A5045141972,64
1239,william a scott,william a scott,57651636000,A5001064251,100
1240,william a scott,charles scott,57651636000,A5039664215,50
1241,weilian song,xiaowei song,57203210763,A5036261443,67
1242,brian stewart,heather stewart,57079535100,A5062879863,64
1243,matthew c stewart,heather stewart,57199455286,A5062879863,75
1244,chengyu sun,xiangyu sun,57221746537,A5060002954,73
1245,yexuan song,xiaowei song,57222062145,A5036261443,52
1246,brigitta r sun,xiangyu sun,57221981307,A5060002954,48
1247,richard k smith,jason r smith,7410290815,A5061800498,50
1248,nicole k stewart,heather stewart,57226135660,A5062879863,58
1249,xiaohao sun,xiangyu sun,57902600900,A5060002954,64
1250,jaspreet singh,ravi chand singh,57209207252,A5047641614,47
1251,jaspreet singh,bp singh,57209207252,A5103582429,64
1252,xintian sun,xiangyu sun,56070983900,A5060002954,73
1253,shuoge shen,kelly shen,57223370102,A5006850713,57
1254,jordan stewart,heather stewart,57203857150,A5062879863,62
1255,sonia singh,ravi chand singh,56268594600,A5047641614,52
1256,sonia singh,bp singh,56268594600,A5103582429,63
1257,david sun,xiangyu sun,57225935027,A5060002954,50
1258,sukhman singh,ravi chand singh,57309134500,A5047641614,62
1259,sukhman singh,bp singh,57309134500,A5103582429,57
1260,william shen,kelly shen,57210853308,A5006850713,64
1261,john shen,kelly shen,59331322000,A5006850713,53
1262,jialin song,xiaowei song,59444806000,A5036261443,70
1263,jenli shen,kelly shen,57206189589,A5006850713,70
1264,jon smith,jason r smith,57199073910,A5061800498,82
1265,tony shen,kelly shen,58101663500,A5006850713,63
1266,eilidh singh,ravi chand singh,59204809200,A5047641614,57
1267,eilidh singh,bp singh,59204809200,A5103582429,60
1268,wenqian sun,xiangyu sun,59225858600,A5060002954,64
1269,jun song,xiaowei song,59277537500,A5036261443,50
1270,harsimran singh,ravi chand singh,59114739500,A5047641614,58
1271,harsimran singh,bp singh,59114739500,A5103582429,52
1272,dingyi sun,xiangyu sun,57219588667,A5060002954,76
1273,jesse scott,jamie k scott,55790236900,A5045141972,67
1274,jesse scott,william a scott,55790236900,A5001064251,46
1275,jesse scott,charles scott,55790236900,A5039664215,67
1276,harman jit singh,ravi chand singh,57210800828,A5047641614,56
1277,harman jit singh,bp singh,57210800828,A5103582429,50
1278,dongwook song,xiaowei song,58635017900,A5036261443,56
1279,rishav singh,ravi chand singh,59088317900,A5047641614,71
1280,rishav singh,bp singh,59088317900,A5103582429,60
1281,weiping shen,kelly shen,8984033900,A5006850713,55
1282,amritpal singh,ravi chand singh,58730521700,A5047641614,60
1283,amritpal singh,bp singh,58730521700,A5103582429,64
1284,shaoyu shen,kelly shen,57850532700,A5006850713,57
1285,huiqian song,xiaowei song,58153782700,A5036261443,58
1286,maheeppartap singh,ravi chand singh,57225052322,A5047641614,53
1287,maheeppartap singh,bp singh,57225052322,A5103582429,54
1288,xiaolin sun,xiangyu sun,57955378400,A5060002954,73
1289,laurie w smith,jason r smith,36028910700,A5061800498,59
1290,z john shen,kelly shen,58290657600,A5006850713,48
1291,deanna em smith,jason r smith,57233205500,A5061800498,64
1292,bara singh,ravi chand singh,57200378048,A5047641614,62
1293,bara singh,bp singh,57200378048,A5103582429,78
1294,cassidy ar smith,jason r smith,57222201926,A5061800498,69
1295,jacob c stewart,heather stewart,57217227079,A5062879863,60
1296,fiona shaw,chris shaw,59203658200,A5040961656,60
1297,erica smith,jason r smith,57740474400,A5061800498,58
1298,neale smith,jason r smith,18438063200,A5061800498,58
1299,ian y song,xiaowei song,17345491900,A5036261443,64
1300,reagan c smith,jason r smith,57224678034,A5061800498,67
1301,huiyin song,xiaowei song,56706695700,A5036261443,61
1302,ryland shaw,chris shaw,57955058600,A5040961656,57
1303,heather g stewart,heather stewart,7202198453,A5062879863,94
1304,poppy sun,xiangyu sun,59592721600,A5060002954,50
1305,meng sun,xiangyu sun,57578986800,A5060002954,63
1306,xiaoting sun,xiangyu sun,57223796303,A5060002954,78
1307,alison shaw,chris shaw,56375618200,A5040961656,67
1308,zheng john shen,kelly shen,57788453900,A5006850713,48
1309,jason r smith,jason r smith,59277392100,A5061800498,100
1310,tim k takaro,tim k takaro,7006248568,A5043405314,100
1311,allen e thornton,allen e thornton,7101607212,A5018971948,100
1312,glen findlay tibbits,glen f tibbits,7004014332,A5028749728,82
1313,michael lw thewalt,m l w thewalt,7006609975,A5078132551,77
1314,andrea tagliasacchi,andrea tagliasacchi,25123272600,A5037094498,100
1315,kouhyar tavakolian,kouhyar tavakolian,6505837295,A5043387812,100
1316,john r thompson,j r thompson,55730132400,A5102732555,89
1317,john r thompson,sarah k thompson,55730132400,A5038186298,71
1318,jenifer l thewalt,m l w thewalt,6603791310,A5078132551,67
1319,alberto toscano,alberto toscano,18134405700,A5082179421,100
1320,sheryl thompson,j r thompson,57193131544,A5102732555,74
1321,sheryl thompson,sarah k thompson,57193131544,A5038186298,71
1322,joseph j thompson,j r thompson,56327680200,A5102732555,76
1323,joseph j thompson,sarah k thompson,56327680200,A5038186298,73
1324,emily m thornton,allen e thornton,57211992541,A5018971948,69
1325,james thompson,j r thompson,57383215700,A5102732555,77
1326,james thompson,sarah k thompson,57383215700,A5038186298,67
1327,peter r thompson,j r thompson,57205651253,A5102732555,79
1328,peter r thompson,sarah k thompson,57205651253,A5038186298,69
1329,samantha henrie thompson,j r thompson,57224545759,A5102732555,61
1330,samantha henrie thompson,sarah k thompson,57224545759,A5038186298,70
1331,stevie thompson,j r thompson,57220785307,A5102732555,67
1332,stevie thompson,sarah k thompson,57220785307,A5038186298,65
1333,david c thompson,j r thompson,57966537000,A5102732555,71
1334,david c thompson,sarah k thompson,57966537000,A5038186298,69
1335,brittni thompson,j r thompson,57216850907,A5102732555,71
1336,brittni thompson,sarah k thompson,57216850907,A5038186298,62
1337,rodney g vaughan,rodney g vaughan,7201481830,A5078752648,100
1338,david j vocadlo,david j vocadlo,6603569792,A5078248083,100
1339,tiago dias do vale,t dias do vale,57203328885,A5030251424,88
1340,jeremy g venditti,jeremy g venditti,9635296900,A5073047882,100
1341,richard t vaughan,rodney g vaughan,14632627000,A5078752648,67
1342,adam david vaughan,rodney g vaughan,57193751866,A5078752648,59
1343,kaitey vincent,nicholas vincent,57217490434,A5070837664,60
1344,nicholas vincent,nicholas vincent,57202044868,A5070837664,100
1345,michel c vetterli,m c vetterli,56381653900,A5019316470,83
1346,tony d williams,vance e williams,7404172708,A5010948237,71
1347,ron wakkary,ron wakkary,9633977700,A5075208287,100
1348,andrew victor wister,andrew wister,6701495089,A5036927304,79
1349,charlotte waddell,charlotte waddell,7005782714,A5086742456,100
1350,james m wakeling,james m wakeling,7004442395,A5058897622,100
1351,jennifer s wong,jennifer s wong,55768611600,A5018101953,100
1352,jiacheng r wang,qi wang,55878723400,A5100341251,55
1353,jiacheng r wang,jiacheng wang,55878723400,A5100727957,93
1354,philip h winne,philip h winne,6701806415,A5069400021,100
1355,liangliang wang,qi wang,52264998100,A5100341251,55
1356,liangliang wang,jiacheng wang,52264998100,A5100727957,64
1357,vance e williams,vance e williams,7102894408,A5010948237,100
1358,jiannan wang,qi wang,38863309000,A5100341251,63
1359,jiannan wang,jiacheng wang,38863309000,A5100727957,72
1360,tianzheng wang,qi wang,55699245700,A5100341251,57
1361,tianzheng wang,jiacheng wang,55699245700,A5100727957,81
1362,fangxing wang,qi wang,57201917282,A5100341251,60
1363,fangxing wang,jiacheng wang,57201917282,A5100727957,62
1364,kath webster,john webster,36834394200,A5112228279,75
1365,stephen c wright,stephen c wright,57211220396,A5042007466,100
1366,robert f woodbury,robert woodbury,7005006907,A5042215239,94
1367,simonw p watkins,g d watkins,57203069353,A5109056508,67
1368,neil v watson,neil v watson,7201757542,A5083353743,100
1369,bixia wang,qi wang,57205341535,A5100341251,71
1370,bixia wang,jiacheng wang,57205341535,A5100727957,61
1371,yuepeng wang,qi wang,57192109237,A5100341251,53
1372,yuepeng wang,jiacheng wang,57192109237,A5100727957,64
1373,andrew g wright,stephen c wright,56178007800,A5042007466,58
1374,jeremy d wong,jennifer s wong,35390063600,A5018101953,64
1375,christopher david webster,john webster,7201838752,A5112228279,49
1376,kenneth kin lam wong,jennifer s wong,57204153607,A5018101953,57
1377,beidou wang,qi wang,55775560600,A5100341251,67
1378,beidou wang,jiacheng wang,55775560600,A5100727957,50
1379,shijia wang,qi wang,57203011980,A5100341251,67
1380,shijia wang,jiacheng wang,57203011980,A5100727957,67
1381,kahung wong,jennifer s wong,56294067200,A5018101953,46
1382,michael cp wang,qi wang,55806545700,A5100341251,55
1383,michael cp wang,jiacheng wang,55806545700,A5100727957,64
1384,alex i wiesman,alex i wiesman,57094179900,A5072572408,100
1385,pei wang,qi wang,57202576436,A5100341251,80
1386,pei wang,jiacheng wang,57202576436,A5100727957,57
1387,hannah v watkins,g d watkins,57211912574,A5109056508,67
1388,simon ji hau wang,qi wang,36496079000,A5100341251,50
1389,simon ji hau wang,jiacheng wang,36496079000,A5100727957,53
1390,erin lori williams,vance e williams,57346112600,A5010948237,65
1391,haixu wang,qi wang,56590132700,A5100341251,71
1392,haixu wang,jiacheng wang,56590132700,A5100727957,52
1393,yi wang,qi wang,57225083226,A5100341251,86
1394,yi wang,jiacheng wang,57225083226,A5100727957,60
1395,warren hl wong,jennifer s wong,56818299900,A5018101953,55
1396,zezhong wang,qi wang,57202051406,A5100341251,53
1397,zezhong wang,jiacheng wang,57202051406,A5100727957,64
1398,yizhi wang,qi wang,57200661953,A5100341251,71
1399,yizhi wang,jiacheng wang,57200661953,A5100727957,61
1400,shaun p wong,jennifer s wong,56991869300,A5018101953,44
1401,quincy qingwen wang,qi wang,58244402500,A5100341251,54
1402,quincy qingwen wang,jiacheng wang,58244402500,A5100727957,56
1403,zhuangfei wang,qi wang,58119559500,A5100341251,57
1404,zhuangfei wang,jiacheng wang,58119559500,A5100727957,59
1405,joshua d wright,stephen c wright,57190386017,A5042007466,65
1406,heather williams,vance e williams,57657094200,A5010948237,69
1407,xinglu wang,qi wang,58653787300,A5100341251,67
1408,xinglu wang,jiacheng wang,58653787300,A5100727957,67
1409,xiangxiang wang,qi wang,57216315221,A5100341251,55
1410,xiangxiang wang,jiacheng wang,57216315221,A5100727957,64
1411,andrew s wright,stephen c wright,57221311967,A5042007466,58
1412,abeline rose watkins,g d watkins,57209008066,A5109056508,58
1413,nena y wang,qi wang,57208820425,A5100341251,56
1414,nena y wang,jiacheng wang,57208820425,A5100727957,58
1415,mark l winston,mark l winston,57226099065,A5105987469,100
1416,megan wong,jennifer s wong,57199402843,A5018101953,56
1417,zhengqing wang,qi wang,58864775700,A5100341251,67
1418,zhengqing wang,jiacheng wang,58864775700,A5100727957,67
1419,mengqin wang,qi wang,58118977100,A5100341251,74
1420,mengqin wang,jiacheng wang,58118977100,A5100727957,64
1421,fenqi wang,qi wang,57212385020,A5100341251,82
1422,fenqi wang,jiacheng wang,57212385020,A5100727957,61
1423,yitong wang,qi wang,59662621300,A5100341251,67
1424,yitong wang,jiacheng wang,59662621300,A5100727957,67
1425,morgan j wright,stephen c wright,57222193262,A5042007466,58
1426,serena wong,jennifer s wong,57221334051,A5018101953,54
1427,sandra wong,jennifer s wong,57190034594,A5018101953,46
1428,keelan p watkins,g d watkins,55751438500,A5109056508,67
1429,xiaoying wang,qi wang,57221799820,A5100341251,60
1430,xiaoying wang,jiacheng wang,57221799820,A5100727957,69
1431,jiahe wang,qi wang,57226131863,A5100341251,71
1432,jiahe wang,jiacheng wang,57226131863,A5100727957,87
1433,mengyi wang,qi wang,58867040100,A5100341251,67
1434,mengyi wang,jiacheng wang,58867040100,A5100727957,67
1435,jordan m wong,jennifer s wong,57226533093,A5018101953,57
1436,maitland w waddell,charlotte waddell,57331705700,A5086742456,57
1437,cyrus wong,jennifer s wong,57218499092,A5018101953,56
1438,xin wang,qi wang,58097854500,A5100341251,80
1439,xin wang,jiacheng wang,58097854500,A5100727957,67
1440,william wl wong,jennifer s wong,56842018200,A5018101953,47
1441,johnathan wong,jennifer s wong,57216289076,A5018101953,55
1442,austin t wang,qi wang,58723315100,A5100341251,60
1443,austin t wang,jiacheng wang,58723315100,A5100727957,54
1444,jie wang,qi wang,57218868125,A5100341251,80
1445,jie wang,jiacheng wang,57218868125,A5100727957,76
1446,anna cullis watson,neil v watson,59673212800,A5083353743,58
1447,jacqueline n watson,neil v watson,7404155073,A5083353743,62
1448,zhe wang,qi wang,59560883400,A5100341251,67
1449,zhe wang,jiacheng wang,59560883400,A5100727957,67
1450,rachel wong,jennifer s wong,57214449349,A5018101953,46
1451,kenneth ck wong,jennifer s wong,57201989467,A5018101953,67
1452,isabella wang,qi wang,57225188499,A5100341251,60
1453,isabella wang,jiacheng wang,57225188499,A5100727957,62
1454,victor wong,jennifer s wong,57219604829,A5018101953,54
1455,senhung wong,jennifer s wong,57829144400,A5018101953,59
1456,yule wang,qi wang,57216771994,A5100341251,62
1457,yule wang,jiacheng wang,57216771994,A5100727957,55
1458,angela wong,jennifer s wong,58159154400,A5018101953,54
1459,yanbin wang,qi wang,59773982900,A5100341251,67
